,id,name,owner_name
430,589,IPR Prague (Prague Institute of Planning and Development),OH Archived companies
431,590,EPH,OH Archived companies
432,591,TuddyTuddy,OH Archived companies
433,592,Aukett s.r.o.,OH Archived companies
434,594,Inspireli,OH Archived companies
435,595,Legalité,OH Archived companies
436,596,TKP,OH Archived companies
437,597,Building World Magazine,OH Archived companies
438,601,Tally Weijl,OH Archived companies
439,602,Randstad Holding,OH Archived companies
440,603,TVM,OH Archived companies
441,604,De Volksbank,OH Archived companies
442,605,rku-it,OH Archived companies
443,607,BEW Bergische Energie- und Wasser- GmbH,OH Archived companies
444,608,VGZ,OH Archived companies
445,609,InsingerGilissen,OH Archived companies
446,611,Port of Amsterdam,OH Archived companies
447,612,Swiss Singapore,OH Archived companies
448,614,E.ON Solutions GmbH,OH Archived companies
449,616,Alior Bank,OH Archived companies
450,617,Polkomtel (Plus),OH Archived companies
451,618,PGNiG,OH Archived companies
452,620,PZU,OH Archived companies
453,621,Idea Bank,OH Archived companies
454,622,Przelewy24,OH Archived companies
455,623,Play,OH Archived companies
456,624,ARP,OH Archived companies
457,625,Sberbank,OH Archived companies
458,628,Onet.pl,OH Archived companies
459,629,PGE SA,OH Archived companies
460,631,Cemex Ventures,OH Archived companies
461,632,High Tech Gruenderfonds,OH Archived companies
462,633,Open Ocean,OH Archived companies
463,634,Coastel Capital,OH Archived companies
464,635,Oxo Ventures,OH Archived companies
465,636,Redstone,OH Archived companies
466,637,Cavarly Ventures,OH Archived companies
467,639,PKO Ubezpieczenia,OH Archived companies
468,640,Budimex,OH Archived companies
469,642,Wyborowa SA,OH Archived companies
470,644,Axa Strategic Ventures,OH Archived companies
471,646,Wirtualna Polska,OH Archived companies
472,649,Agora,OH Archived companies
473,650,Tauron,OH Archived companies
474,651,InnoEnergy,OH Archived companies
475,652,T-Mobile/Hub:raum,OH Archived companies
476,653,Zentiva,OH Archived companies
477,654,Wood-Forest Group a.s.,OH Archived companies
478,656,Cyient,OH Archived companies
479,657,CSOB Leasing,OH Archived companies
480,658,Waberer's,OH Archived companies
481,659,NN Biztosító,OH Archived companies
482,660,UNIQA Biztosító,OH Archived companies
483,661,Union Biztosító,OH Archived companies
484,662,Antenna Hungária,OH Archived companies
485,664,Up Group,OH Archived companies
486,665,The Food Experience,OH Archived companies
487,666,Educasoft,OH Archived companies
488,667,Alhen Realty,OH Archived companies
489,668,Bank Polski,OH Archived companies
490,669,ICIA,OH Archived companies
491,671,Aldente (trattoria e vineria italiana),OH Archived companies
492,672,Terinvest,OH Archived companies
493,673,Mosaic House,OH Archived companies
494,674,deFORM,OH Archived companies
495,675,Lima (dubai),OH Archived companies
496,676,Office House,OH Archived companies
497,677,Uber,OH Archived companies
498,678,SOA,OH Archived companies
499,679,Maso Profit,OH Archived companies
500,680,MARS chocolate,OH Archived companies
501,681,PENTA,OH Archived companies
502,682,Copenhagen Fintech,OH Archived companies
503,683,Work Lounge,OH Archived companies
504,684,Connect Denmark,OH Archived companies
505,685,Alviso,OH Archived companies
506,686,J&T Ventures,OH Archived companies
507,687,T-Mobile Czech Republic,OH Archived companies
508,689,Akonttrust,OH Archived companies
509,690,SCII,OH Archived companies
510,691,nceú,OH Archived companies
511,692,Informap,OH Archived companies
512,693,Ingram micro,OH Archived companies
513,694,Mitsubishi Corporation,OH Archived companies
514,695,Peter Sandberg Management,OH Archived companies
515,696,University of Dubai,OH Archived companies
516,697,Keiretsu Forum,OH Archived companies
517,701,MONET+,OH Archived companies
518,702,Prazka Plynarenska (Gas),OH Archived companies
519,703,Česká Pojišťovna,OH Archived companies
520,704,Unica,OH Archived companies
521,705,Globus,OH Archived companies
522,706,Deutche Boerse,OH Archived companies
523,707,Radio Free Europe,OH Archived companies
524,708,Direct Pojistovna,OH Archived companies
525,709,CSOB Insurance,OH Archived companies
526,710,Albert,Serge Dupaux
527,711,Notino,OH Archived companies
528,712,Tescoma,OH Archived companies
529,713,Wustenrot,OH Archived companies
530,714,Roklen,OH Archived companies
531,715,Spendee,OH Archived companies
532,716,Molson Coors,OH Archived companies
533,717,E.ON e.kundenservice Netz GmbH,OH Archived companies
534,718,Havel and Partners,OH Archived companies
535,721,Currenttime.tv,OH Archived companies
536,722,Unibrick,OH Archived companies
537,723,Klaus Timber,OH Archived companies
538,724,Favorit,OH Archived companies
539,725,Whoolala,OH Archived companies
540,726,Liftago,OH Archived companies
541,727,Dentamed,OH Archived companies
542,728,AAA Auto,OH Archived companies
543,729,DPP,OH Archived companies
544,730,Lekarna,OH Archived companies
545,732,CEZ Distribution,OH Archived companies
546,733,Medicon a.s.,OH Archived companies
547,735,Gruppo Green Network,OH Archived companies
548,736,purple-holding,OH Archived companies
549,738,Ahold,OH Archived companies
550,739,Beiersdorf AG,Q Macartney
551,740,Hagebau,OH Archived companies
552,741,BDK BANK,OH Archived companies
553,742,Henkel,Q Macartney
554,743,FleetCor & CCS,OH Archived companies
555,744,Novartis,OH Archived companies
556,746,W.G.G. a.s.,OH Archived companies
557,747,DM Drogerie markt s.r.o.,OH Archived companies
558,752,Saneca,OH Archived companies
559,753,ALD Automotive,OH Archived companies
560,755,Arval Czech republic,OH Archived companies
561,757,Kaufland Ceska Republika,OH Archived companies
562,758,Essox,Serge Dupaux
563,759,Dr.Max / Via Pharma,OH Archived companies
564,760,Benu / Phoenix Distribution,OH Archived companies
565,761,Alliance Healthcare,OH Archived companies
566,762,Pharmos,OH Archived companies
567,763,SIKO Koupelny,OH Archived companies
568,764,Big Media,OH Archived companies
569,765,HORNBACH-Baumarkt CS spol. s r.o.,Petr Janousek
570,766,CCN,OH Archived companies
571,767,VNO,OH Archived companies
572,768,RVO,OH Archived companies
573,769,KvK,OH Archived companies
574,770,Grant Thornton,OH Archived companies
575,771,Van Duyn van der Geer,OH Archived companies
576,772,Lansigt,OH Archived companies
577,773,Alfa,OH Archived companies
578,774,ABIN,OH Archived companies
579,775,WEA Accountants,OH Archived companies
580,776,FACET Accountants,OH Archived companies
581,777,Ruitenburg,OH Archived companies
582,778,van de water accountant,OH Archived companies
583,779,Exact,OH Archived companies
584,780,Fender Consulting,OH Archived companies
585,781,Hapfoods,OH Archived companies
586,782,Navads,OH Archived companies
587,783,Wamda Capital,OH Archived companies
588,784,Suzhou City Hall,OH Archived companies
589,786,Conectart - 1188 line (KKCG group),OH Archived companies
590,788,"FAnn Retail, a.s (Parfumerie)",OH Archived companies
591,790,Broker Consulting,OH Archived companies
592,791,IPSOS,OH Archived companies
593,792,Equabank,OH Archived companies
594,797,Makro,OH Archived companies
595,798,CETIN,OH Archived companies
596,800,VZP,OH Archived companies
597,801,GECO,OH Archived companies
598,803,28 Design,OH Archived companies
599,804,Unicredit Bank CZ,OH Archived companies
600,805,Hypoteční banka,OH Archived companies
601,806,WMC Group,OH Archived companies
602,807,Mazars - Switzerland,OH Archived companies
603,808,Bitcoin Suisse AG,OH Archived companies
604,809,Partners,OH Archived companies
605,810,NineSigma,OH Archived companies
606,812,Embassy of Czech republic,OH Archived companies
607,813,Raiffeisen Bank International,Serge Dupaux
608,815,Postbank,OH Archived companies
609,816,"Billa spol, sro",OH Archived companies
610,817,Daikin,OH Archived companies
611,818,Green Swan Pharmaceutical,OH Archived companies
612,819,Union Czech Publisher,OH Archived companies
613,821,Syneco,OH Archived companies
614,822,Osram GmbH,OH Archived companies
615,823,Conti Investition & Management GmbH & Co. KG,OH Archived companies
616,824,BVT Unternehmensgruppe GmbH,OH Archived companies
617,825,BMW AG,Heinrich
618,826,Allianz Deutschland AG,OH Archived companies
619,827,Deutsche Postbank AG,OH Archived companies
620,828,Henkel Czech Republic,OH Archived companies
621,829,Colgate & Palmolive company,OH Archived companies
622,830,Mol Ceska Republika,OH Archived companies
623,831,Benzina,Serge Dupaux
624,832,Hannover Re,OH Archived companies
625,834,Visual Signage,OH Archived companies
626,835,Slavia Pojistovna,OH Archived companies
627,836,ArtisJus,OH Archived companies
628,837,Unix Auto,OH Archived companies
629,838,Libri,OH Archived companies
630,839,Bausparkasse Mainz,OH Archived companies
631,840,Deutsche Bausparkasse Badenia,OH Archived companies
632,841,Aachener Bausparkasse,OH Archived companies
633,842,Deutsche Bank Bauspar AG,OH Archived companies
634,843,Signal Iduna Bauspar AG,OH Archived companies
635,844,Wüstenrot Bausparkasse AG,OH Archived companies
636,845,Debeka Bausparkasse AG,OH Archived companies
637,846,BHW Bausparkasse AG,OH Archived companies
638,847,Bausparkasse Schwäbisch Hall AG,OH Archived companies
639,848,Alte Leipziger Bauspar AG,OH Archived companies
640,851,ALDI Nord,Serge Dupaux
641,853,Fresenius SE,OH Archived companies
642,854,Ceconomy AG,OH Archived companies
643,855,Bertelsmann SE,OH Archived companies
644,857,Schaeffler AG,Serge Dupaux
645,858,Otto Group,OH Archived companies
646,859,Mahle GmbH,OH Archived companies
647,862,REWE Group,OH Archived companies
648,863,Edeka Gruppe,OH Archived companies
649,864,RWE AG,OH Archived companies
650,867,Deutsche Post DHL,OH Archived companies
651,868,Sky Deutschland GmbH,OH Archived companies
652,869,ProSiebenSat.1 Media AG,OH Archived companies
653,871,Funke Mediengruppe,OH Archived companies
654,873,Tengelmann,OH Archived companies
655,875,Ludwig Görtz GmbH,OH Archived companies
656,876,Apollo-Optik,OH Archived companies
657,878,WMF Group GmbH,OH Archived companies
658,879,L’Oréal Deutschland GmbH,OH Archived companies
659,880,Bofrost GmbH,OH Archived companies
660,883,Abts De Maertelaere,OH Archived companies
661,885,Pulztec,OH Archived companies
662,886,The Philip Byrne,OH Archived companies
663,887,Zeeder,OH Archived companies
664,888,GP Bullhound,OH Archived companies
665,889,ISP Group,OH Archived companies
666,890,The Hong Kong Polytechnic University,OH Archived companies
667,891,Breadfast,OH Archived companies
668,892,Bolt.Now,OH Archived companies
669,893,Dollars.com,OH Archived companies
670,894,Greater Bay,OH Archived companies
671,895,Asymmetrica Investments Ltd,OH Archived companies
672,896,Webasto AG,OH Archived companies
